file,keep,category,matched_class,foods,note
orig_p_1779343043962_38.jpg,DROP,multi,none,"피자 조각, 파스타(스파게티)",손에 든 피자 조각 + 뒤쪽 스파게티 접시로 서로 다른 메인 2개
orig_p_1779343044361_42.jpg,DROP,multi,none,"피자, 그라탕(베이크드 로제 파스타)",왼쪽 피자 한판 + 오른쪽 흰 그라탕 접시로 서로 다른 메인 2접시
orig_p_1779343044440_47.jpg,KEEP,single_in,pizza,치즈 피자,"통 치즈 피자 한판이 유일한 메인, 뚜렷한 단일 요리"
orig_p_1779343044983_58.jpg,KEEP,single_in,pizza,치즈 피자(크림소스 드리즐),"보드 위 치즈 피자 한판 클로즈업, 단일 메인"
orig_p_1779343045770_65.jpg,KEEP,single_in,pizza,"콤비네이션 피자(치즈풀), 맥주","통 콤비 피자 한판이 메인, 배경 맥주는 음료라 메인 카운트 제외"
orig_p_1779343045854_70.jpg,KEEP,single_in,pizza,페퍼로니 피자(치즈 늘어나는 조각),"페퍼로니 피자 한 판이 화면 전체를 차지하는 단일 메인, 곁들이는 소스컵뿐"
orig_p_1779343046245_77.jpg,KEEP,single_in,pizza,"반반 피자(마요 드리즐), 곁들이 무·김치","피자 한 판이 유일 메인, 작은 반찬은 곁들이"
orig_p_1779343051034_84.jpg,DROP,multi,none,"콘·햄 피자 2판, 음료, 피클·김치",전경·좌상단에 피자 두 접시가 함께 놓인 한상이라 메인 단일 아님
orig_p_1779343051119_89.jpg,DROP,multi,none,"피자, 치즈 그라탱(토마토·달걀), 양식 크림수프, 피클",피자와 그라탱 등 서로 다른 메인 2접시 이상
orig_p_1779343051660_91.jpg,DROP,multi,none,"콘·햄 피자, 튀김(양념 튀김류) 모둠, 피클·소스",피자 한 판 + 튀김 플래터 두 메인이 나란히 놓임
orig_p_1779343051707_93.jpg,DROP,multi,none,"샐러드·튀김 모둠, 피자, 음료, 피클","역광·어두운 실내 한상, 샐러드/튀김 트레이와 피자 등 다중 메인"
orig_p_1779343051721_94.jpg,KEEP,single_in,pizza,불고기 피자(곁들이 김치/살사 소스),"메인 피자 1개만 뚜렷, 곁들이 소스만 있어 단일"
orig_p_1779343051750_96.jpg,DROP,multi,none,"피자 + 그라탱/오븐파스타, 피클·반찬",피자와 그라탱 두 메인 접시가 한상으로 함께 차려짐
orig_p_1779343051814_100.jpg,DROP,multi,none,"피자 + 오븐스파게티/그라탱, 반찬·피클",피자와 오븐파스타 두 메인 접시 동시 차려짐
orig_p_1779343116086_3.jpg,DROP,multi,none,"매운(빨간국물) 일본라멘 2그릇, 단무지·반찬","같은 라멘이지만 별도 2그릇 풀세팅, 단일 메인 아님"
orig_p_1779343116131_7.jpg,KEEP,single_in,japanese-ramen,빨간국물 일본 라멘(차슈·계란·목이버섯),라멘 1그릇만 뚜렷한 단일 메인
orig_p_1779343116108_5.jpg,KEEP,single_in,dumplings,검은(먹물) 군만두/찐만두 + 간장소스,"만두 1접시만 뚜렷, 소스는 곁들이라 단일"
orig_p_1779343117759_12.jpg,KEEP,single_in,fried-chicken,"치킨 가라아게(후라이드 닭튀김), 간장소스, 타르타르소스","메인 닭튀김 한 접시 뚜렷, 소스 두 종지는 곁들이로 무시 → fried-chicken 단일"
orig_p_1779343117788_14.jpg,KEEP,single_in,japanese-ramen,돈코츠 일본라멘(차슈·반숙란·파·목이버섯),흰 돈코츠 국물 일본라멘 한 그릇 단일
orig_p_1779343118279_23.jpg,DROP,multi,none,일본라멘 4그릇 콜라주(돈코츠·탄탄멘·새우튀김라멘 등),"라멘 4그릇을 한 장에 합성한 콜라주 → 메인 다수, 학습 부적합"
orig_p_1779343118770_32.jpg,DROP,multi,none,"돈코츠 일본라멘(차슈·반숙란·목이버섯), 뒤편 다른 라멘·반찬",앞 라멘 외 뒤편에 또다른 라멘 그릇과 튀김 보임 → 메인 2접시+ 한상
orig_p_1779343118818_35.jpg,KEEP,single_in,japanese-ramen,"탄탄/매운 일본라멘(빨간국물·차슈·반숙란·파), 차","빨간 탄탄멘 계열 일본라멘 한 그릇 단일, 차는 음료라 무시"
orig_p_1779343119259_41.jpg,DROP,multi,none,일본라멘 2그릇(흰 돈코츠 + 빨간 탄탄멘),라멘 두 그릇이 나란히 → 메인 2접시 multi
orig_p_1779343119286_43.jpg,DROP,multi,none,"교자, 후라이드치킨(3접시), 일본라멘(2그릇), 곁들이 반찬",한상 차림 - 만두·치킨·라멘 등 여러 메인 다접시
orig_p_1779343119371_47.jpg,KEEP,single_in,japanese-ramen,일본라멘(차슈·계란·목이버섯·파),"빨간 국물 일본라멘 단일 그릇, 메인 1개 뚜렷"
orig_p_1779343119390_48.jpg,DROP,multi,none,일본라멘 2그릇(차슈·계란·목이버섯),라멘 2그릇 - 메인 2접시
orig_p_1779343119431_50.jpg,KEEP,single_in,japanese-ramen,일본라멘(차슈·계란·새우·목이버섯·파),"주황 국물 일본라멘 단일 그릇, 메인 1개"
orig_p_1779343120330_58.jpg,KEEP,single_in,japanese-ramen,일본라멘(굴·반숙계란·목이버섯·파),"맑은 국물 굴 일본라멘 단일 그릇, 메인 1개"
orig_p_1779343120349_59.jpg,KEEP,single_in,japanese-ramen,일본라멘(차슈·반숙계란·목이버섯·파),"주황 국물 일본라멘 단일 그릇, 메인 1개"
orig_p_1779343120911_62.jpg,KEEP,single_in,japanese-ramen,"일본라멘(돈코츠 라멘, 면 클로즈업, 목이버섯·계란·파)","라멘 한 그릇 메인 단일, 면 들어올린 클로즈업이나 명확히 일본라멘"
orig_p_1779343121058_69.jpg,KEEP,single_in,japanese-ramen,매운 일본라멘(차슈·반숙란·파·김),"라멘집 한 그릇, 한글 텍스트 오버레이 있으나 메인 단일 일본라멘"
orig_p_1779343124545_75.jpg,KEEP,single_in,japanese-ramen,매운 돈코츠 라멘(삼겹살 차슈·계란·파·목이버섯),"라멘 한 그릇 메인 단일, 곁들이 반찬 무시"
orig_p_1779343133340_87.jpg,KEEP,single_in,japanese-ramen,매운 라멘(차슈·계란·파·목이버섯),"라멘 한 그릇 단일, 옆 장아찌 곁들이 무시"
orig_p_1779343138426_95.jpg,KEEP,single_in,japanese-ramen,돈코츠(흰국물) 라멘(차슈·반숙란·버섯·파),흰국물 라멘 한 그릇 메인 단일
orig_p_1779343138489_99.jpg,KEEP,single_in,japanese-ramen,돈코츠(흰국물) 라멘(차슈·계란·목이버섯·파),"라멘 한 그릇 메인 단일, 옆 반찬 무시"
orig_p_1779343168651_14.jpg,KEEP,single_in,pizza,콤비네이션 피자 (한 판),"메인 1개 피자 한 판 뚜렷, 59클래스 pizza와 일치"
orig_p_1779343168699_17.jpg,DROP,multi,none,"피자(파이형), 샐러드, 양념오징어튀김",피자+샐러드+오징어튀김 등 서로 다른 메인 2접시 이상의 한상
orig_p_1779343170129_22.jpg,DROP,multi,none,"수프, 샐러드, 빵, 견과류, 피클, 맥주",수프·샐러드·빵·반찬 여러 접시 깔린 식당 한상 구성
orig_p_1779343170201_25.jpg,DROP,borderline_dropped,shrimp-dish,새우 크림 파스타(빵그릇 담김),빵그릇 새우 크림파스타로 pasta/shrimp-dish/bread 경계 애매해 드랍
orig_p_1779343170919_36.jpg,KEEP,single_in,grilled-beef,"소고기 스테이크(필레), 구운 채소·아스파라거스","메인 1개 소고기 스테이크 뚜렷, 곁들이 채소 외 59클래스 grilled-beef 일치"
orig_p_1779343171335_41.jpg,KEEP,single_in,pizza,콤비네이션 피자(치즈크러스트),"메인 1개 피자 한 판, 59클래스 pizza와 일치"
orig_p_1779343171351_42.jpg,DROP,multi,none,"피자, 크림파스타, 수프, 계란덮밥(라구라이스), 빵, 음료",피자·크림파스타·수프·라이스 등 서로 다른 메인 여러 접시 한상차림
orig_p_1779343171447_47.jpg,KEEP,single_in,pizza,피자(콤비네이션),"통피자 한판이 화면 지배, 배경 접시는 곁들이 수준 - 단일 메인 피자"
orig_p_1779343174366_55.jpg,KEEP,single_in,pizza,새우피자(반쪽),"새우토핑 피자 단일 메인, 보드 위 반쪽만 남음"
orig_p_1779343174410_57.jpg,KEEP,single_in,pizza,피자(손에 든 조각+아래 피자),손에 조각을 들고 있으나 피자가 화면 지배·단일 메인으로 명확
orig_p_1779343177962_69.jpg,KEEP,single_in,pasta,해물 크림파스타(브레드볼),빵그릇에 담긴 해물크림파스타 단일 메인 - pasta
orig_p_1779343177978_70.jpg,KEEP,single_in,pork-cutlet-sauced,"소스돈가스, 샐러드(곁들이)","데미소스 끼얹은 돈가스가 메인, 샐러드는 곁들이"
orig_p_1779343184563_96.jpg,KEEP,single_in,pizza,"피자(콤비네이션, 치즈 늘어진 한 조각 들어올림)","메인 피자 1개 뚜렷, 59클래스 pizza와 일치"
orig_p_1779343184580_97.jpg,KEEP,single_in,pizza,피자(바베큐소스 드리즐 한 판),"단일 피자 한 판, pizza와 일치"
orig_p_1779343184597_98.jpg,DROP,multi,none,"크림새우파스타, 피자",파스타+피자 서로 다른 메인 2접시 한상
orig_p_1779343217874_4.jpg,DROP,multi,none,"전골(샤브 육수냄비), 회·사시미 접시, 곁들이 반찬",전골+회 서로 다른 메인 2개 이상 차림
orig_p_1779343218054_12.jpg,DROP,scene_nonfood,none,생고기 슬라이스(샤브용 생소/생돼지) 트레이,"조리 전 생고기 재료, 완성 음식 아님"
orig_p_1779343218070_13.jpg,DROP,scene_nonfood,none,샤브샤브(생고기 한점 젓가락으로 육수에 데치는 중),"조리중 생고기·연출컷, 완성된 단일 메인 아님"
orig_p_1779343218110_15.jpg,KEEP,single_in,hot-pot,샤브샤브 전골(육수+소고기+배추·채소),"테이블 버너 위 샤브샤브 냄비 단일 메인, 전골/핫팟에 해당"
orig_p_1779343218133_16.jpg,DROP,scene_nonfood,none,"생 소고기 슬라이스(불판·집게로 든 고기), 된장국, 채소","조리 중 생고기 들고 있는 흐린 장면, 완성된 단일 플레이트 아님"
orig_p_1779343218189_19.jpg,KEEP,single_in,hot-pot,소고기 전골(육수+소고기+채소+당면),"김 오르는 전골 냄비 단일 메인, 핫팟에 해당"
orig_p_1779343218583_26.jpg,DROP,scene_nonfood,none,샤브샤브 세트(전골냄비+생 소고기 트레이+생채소·숙주·계란),"생고기·생채소·날계란 등 조리 전 재료 한상 세팅, 단일 완성요리 아님"
orig_p_1779343220027_33.jpg,DROP,ood,none,월남쌈/쟁반 채소(채썬 채소·수육·파인애플)에 라이스페이퍼 쌈을 칠리소스에 찍는 모습,월남쌈/쟁반 스타일로 59클래스에 해당 메인 없음
orig_p_1779343222323_41.jpg,DROP,scene_nonfood,none,뷔페 디저트대(쑥인절미떡·브라우니·오렌지·방울토마토 등),"뷔페 디저트·과일 진열대, 단일 메인요리 없음"
orig_p_1779343222440_48.jpg,DROP,multi,none,"뷔페 진열대(국수, 카레, 반찬류, 과일, 채소쌈)","뷔페 서빙대에 여러 요리가 진열된 한상/멀티 장면, 단일 메인 아님"
orig_p_1779343223111_57.jpg,KEEP,single_in,hot-pot,"샤브샤브 전골(분리탕, 생소고기)","분리형 샤브 전골 냄비 단일 메인, 손/연기 있으나 음식 1접시"
orig_p_1779343231118_76.jpg,DROP,multi,none,"샤브 전골, 채소접시, 회/반찬접시, 사람",전골+채소접시+사이드 여러 접시에 인물까지 포함된 한상 장면
orig_p_1779343249753_82.jpg,KEEP,single_in,hot-pot,빨간 샤브 전골(버섯·곱창류 슬라이스),분리형 빨간 전골 냄비 단일 메인 클로즈업
orig_p_1779343249765_83.jpg,DROP,multi,none,"샤브 전골, 양념고기·돼지고기 접시, 초밥, 반찬",전골+양념고기접시+초밥 등 서로 다른 메인 여러 접시 한상
orig_p_1779343249817_87.jpg,DROP,multi,none,"분리형 빨간 전골, 양념고기+밥 접시, 채소쌈 접시",전골+고기/밥접시+채소접시 등 메인 2접시 이상 한상
orig_p_1779343250825_94.jpg,DROP,scene_nonfood,hot-pot,"샤브샤브 전골(끓는 육수, 고기·어묵·버섯)","끓는 중 집게로 조리하는 샤브샤브 조리 장면, 완성 한 접시 아님"
orig_p_1779343250891_97.jpg,DROP,multi,none,샤브샤브 전골(2칸 육수+생고기) 및 반찬접시,"2칸 전골+뒤 반찬접시까지 한상, 텍스트 오버레이 조리 장면"
orig_p_1779343250911_98.jpg,DROP,scene_nonfood,hot-pot,샤브샤브 전골에 생소고기 올린 장면,육수에 생고기 슬라이스 올려 조리 중인 장면
orig_p_1779343282728_11.jpg,DROP,scene_nonfood,none,타르트·케이크류 베이커리 진열장,"쇼케이스 다수 디저트 진열, 단일 제공 음식 아님"
orig_p_1779343282830_19.jpg,DROP,scene_nonfood,none,크루아상·마들렌·휘낭시에 등 베이커리 진열장,"쇼케이스 빵 다수 진열, 단일 제공 음식 아님"
orig_p_1779343284131_21.jpg,DROP,ood,none,말차·피스타치오 밀푀유(디저트),"밀푀유 디저트, 59클래스에 없음"
orig_p_1779343284195_24.jpg,DROP,ood,none,마들렌(오렌지초콜릿·피스타치오) 진열대,"베이커리 마들렌·피낭시에 디저트, 59클래스에 없음(케이크 아님)"
orig_p_1779343284210_25.jpg,DROP,ood,none,녹차 샌드 케이크 한 조각·차 한 잔,"단면 크림 디저트 케이크 조각, 빵/케이크 명확치 않고 디저트라 드랍"
orig_p_1779343286274_38.jpg,DROP,ood,none,딸기타르트·몽블랑타르트·차 2잔,"타르트류 디저트 2접시+음료, 59클래스 없음"
orig_p_1779343286652_41.jpg,DROP,ood,none,포장된 구움과자(파이·휘낭시에·약과류) 여러 개,"포장 베이커리 구움과자 모둠, 메인 단일 음식 아님·59클래스 없음"
orig_p_1779343287198_53.jpg,DROP,ood,none,몽블랑·딸기컵케이크·밀푀유 진열장,"케이크쇼케이스 디저트 다종, 59클래스 없음"
orig_p_1779343301930_74.jpg,DROP,ood,none,딸기 피스타치오 케이크 한 조각·차,"손으로 자르는 딸기 디저트 케이크, 디저트라 드랍"
orig_p_1779343301976_77.jpg,DROP,multi,none,"딸기쇼트케이크, 초콜릿 피낭시에(피스타치오), 차","디저트 2접시+찻잔·손·사진카드 카페 한상, 둘 다 59클래스 외 디저트"
orig_p_1779343306637_91.jpg,DROP,multi,none,"딸기타르트, 밀푀유","딸기타르트와 밀푀유 두 디저트, 59클래스에 없는 디저트류"
orig_p_1779343306680_93.jpg,DROP,ood,none,딸기 피스타치오 컵케이크/디저트,단일이지만 박스 속 딸기 컵디저트로 59클래스에 없음
orig_p_1779343306789_99.jpg,DROP,scene_nonfood,none,생토노레·딸기타르트 등 베이커리 진열,"쇼케이스 진열대 장면, 다수 디저트로 메인 단일 아님"
orig_p_1779343331335_15.jpg,KEEP,single_in,udon,튀김 우동(새우·야채튀김 올린 우동),"우동 면+국물에 튀김 토핑, 메인 단일 우동 = udon 적합"
orig_p_1779343331630_21.jpg,KEEP,single_in,udon,고기우동(소고기·표고·파 올린 우동),"우동 면+국물에 소고기 토핑, 메인 단일 우동 = udon 적합"
orig_p_1779343331671_23.jpg,KEEP,single_in,udon,"비빔우동(마제소바 스타일) — 우동면에 계란노른자, 매운 다진양념, 쪽파, 김, 튀김부스러기, 깨","비빔우동 한 그릇 단일 메인, 면=우동으로 udon 매칭"
orig_p_1779343331710_25.jpg,KEEP,single_in,udon,"우동 국물면에 긴 튀김(새우/장어튀김) 1개, 레몬 슬라이스","국물 우동 한 그릇 단일 메인, 곁들이 반찬 무시"
orig_p_1779343331750_27.jpg,KEEP,single_in,udon,"우동면에 치즈, 계란노른자, 명란, 무즙, 튀김부스러기, 김 (명란버터우동)","우동 한 그릇 단일 메인, 토핑은 한 접시 구성"
orig_p_1779343333159_31.jpg,DROP,multi,none,비빔우동(마제소바) 한 그릇 + 돈가스(따로 종이 위),우동과 돈가스 서로 다른 메인 2접시 — multi
orig_p_1779343333185_32.jpg,DROP,multi,none,돈가스(종이 위) + 자루우동(대나무 채반 냉우동),돈가스와 냉우동 서로 다른 메인 2접시 — multi
orig_p_1779343333268_36.jpg,KEEP,single_in,udon,"유부우동 — 맑은 국물 우동에 유부 1장, 깨","유부우동 한 그릇 단일 메인, 곁들이 무즙/표고 무시"
orig_p_1779343335914_42.jpg,DROP,multi,none,"돈가스, 우동, 흰쌀밥, 츠케모노 등 정식 한상",돈가스 접시 + 우동 그릇 서로 다른 메인 2개 정식상이라 multi
orig_p_1779343335985_46.jpg,KEEP,single_in,pork-cutlet-dry,치즈돈가스(소스 없는 건식)와 채썬 양배추,"소스 없이 튀긴 치즈돈가스 한 접시 단일 메인, 양배추는 곁들이"
orig_p_1779343339180_54.jpg,KEEP,single_in,udon,카레우동(새우튀김 토핑),"한 그릇 카레 우동 단일 메인, 새우튀김은 위 토핑이라 single"
orig_p_1779343339225_56.jpg,DROP,multi,none,돈가스(분홍빛 저온조리)와 자루우동(레몬 우동),돈가스 접시 + 우동 큰 그릇 서로 다른 메인 2개라 multi
orig_p_1779343339243_57.jpg,DROP,multi,none,우동 한 그릇과 튀김모둠 바구니(새우·채소튀김),우동 그릇 + 별도 튀김모둠 바구니 서로 다른 메인 2개라 multi
orig_p_1779343339294_60.jpg,KEEP,single_in,udon,"자루우동(찍먹 우동)에 깨소스·참깨소스, 소량 닭튀김 조각","찜기 자루우동이 단일 메인, 소스·닭튀김 한조각은 곁들이라 single"
orig_p_1779343339685_64.jpg,DROP,multi,none,"돈가스, 우동/비빔우동, 공깃밥",돈가스 한 접시 + 우동 한 그릇 = 서로 다른 메인 2개라 multi
orig_p_1779343339721_66.jpg,DROP,multi,none,"소고기 덮밥, 자루우동(찬우동) 세트, 공깃밥",소고기덮밥 + 찬우동 세트 등 메인 여러 접시의 한상차림이라 multi
orig_p_1779343340752_70.jpg,DROP,multi,none,"저온조리 돈가스, 우동, 공깃밥",돈가스 큰 접시 + 우동 그릇 = 메인 2개 한상이라 multi
orig_p_1779343345076_76.jpg,DROP,ood,none,마제소바/비빔라멘(달걀노른자·튀김부스러기·쪽파·김·고기소스),면 안 보이고 토핑만 분리된 마제소바류로 59클래스 미해당 ood
orig_p_1779343345091_77.jpg,KEEP,single_in,pork-cutlet-dry,"치즈 돈가스, 공깃밥, 간장소스","메인 치즈 돈가스 한 접시 뚜렷, 소스 따로라 pork-cutlet-dry"
orig_p_1779343346193_91.jpg,KEEP,single_in,udon,카레우동에 가라아게(닭튀김) 올림,한 그릇 단일 카레우동(우동 베이스)으로 single_in udon
orig_p_1779343346324_98.jpg,DROP,ood,none,"마제소바(비빔국수 형태, 날달걀노른자·간고기소스·쪽파·가쓰오부시·김·튀김부스러기)",국물없는 일본식 비빔면(마제소바) - 59클래스 어디에도 안맞음
orig_p_1779343393829_4.jpg,DROP,multi,none,소바국수(국물면) + 가라아게(닭튀김) 덮밥 + 음료,면류 한그릇 + 닭튀김덮밥 한그릇 서로다른 메인 2접시
orig_p_1779343394002_17.jpg,KEEP,single_in,rice-bowl,돼지고기·쪽파·김치·날달걀 올린 덮밥,"메인 1개 덮밥 단일, 59클래스 rice-bowl과 일치"
orig_p_1779343394050_20.jpg,DROP,ood,none,"노란 계란말이/오믈렛형 음식(젓가락으로 집음), 간장소스·국",흐린 근접샷 계란말이류 - 59클래스에 없음
orig_p_1779343395356_24.jpg,KEEP,single_in,shrimp-dish,새우튀김 덮밥(텐동/새우튀김 올린 밥),"메인 새우튀김 단일, shrimp-dish와 일치"
orig_p_1779343395399_26.jpg,KEEP,single_in,shrimp-dish,새우튀김 덮밥(에비동),"메인 새우튀김 단일, shrimp-dish와 일치"
orig_p_1779343395439_28.jpg,KEEP,single_in,rice-bowl,소고기덮밥(소고기·계란노른자·김치·파),"소고기덮밥 1그릇이 메인, 상단 면그릇은 구석 일부뿐 곁들이로 무시"
orig_p_1779343395476_30.jpg,KEEP,single_in,rice-bowl,소고기덮밥(소고기·계란노른자·김치·파),"뚜껑 연 소고기덮밥 단일 그릇, 메인1개 뚜렷"
orig_p_1779343398695_32.jpg,KEEP,single_in,rice-bowl,소고기덮밥(소고기·계란노른자·김치·파),소고기덮밥 클로즈업 단일 그릇
orig_p_1779343398727_34.jpg,DROP,scene_nonfood,none,돈가스 한조각(소스에 찍는 중),"젓가락으로 돈가스 한조각 소스에 찍는 취식중 극클로즈업, 정상 플레이팅 아님"
orig_p_1779343398757_36.jpg,KEEP,single_in,pork-cutlet-dry,돈가스 덮밥(가츠동 스타일),"돈가스 단일 그릇이 메인, 하단 면그릇·간장종지는 구석 곁들이로 무시"
orig_p_1779343398777_37.jpg,KEEP,single_in,rice-bowl,소고기덮밥(소고기·계란노른자·김치·파),"소고기덮밥 단일 그릇 클로즈업, 메인1개"
orig_p_1779343398793_38.jpg,KEEP,single_in,rice-bowl,소고기·양념연어·달걀노른자·쪽파 올린 덮밥(규동류),"밥 위 소고기·노른자 올린 단일 덮밥 한 그릇, 메인 1개"
orig_p_1779343401369_41.jpg,KEEP,single_in,pork-cutlet-sauced,돈가스(달걀과 함께 덮밥),"달걀 푼 카츠동 위 돈가스 단일 메인, 클로즈업이나 식별 가능"
orig_p_1779343401437_45.jpg,KEEP,single_in,pork-cutlet-sauced,돈가스 카츠동(달걀),"달걀 위 소스돈가스 한 그릇, 단일 메인"
orig_p_1779343401502_49.jpg,DROP,multi,none,가라아게(닭튀김) 덮밥 + 카츠동(돈가스) 두 그릇,"앞 닭튀김덮밥+뒤 돈가스덮밥, 서로 다른 메인 2그릇"
orig_p_1779343405079_51.jpg,DROP,ood,none,냉모밀(메밀국수 냉육수)·튀김 약간,"냉모밀(메밀국수)은 59클래스에 없음, 텍스트오버레이·흐림"
orig_p_1779343405242_60.jpg,KEEP,single_in,pork-cutlet-sauced,돈가스 카츠동(달걀),달걀 위 소스돈가스 단일 메인 한 그릇
orig_p_1779343407522_70.jpg,DROP,multi,none,"메밀국수(소바), 닭고기덮밥, 가츠동(돈가스덮밥), 계란말이, 된장국, 김치·단무지",일본 가정식 한상 — 소바·덮밥 2종+계란말이 등 메인 여러 접시
orig_p_1779343411307_71.jpg,DROP,scene_nonfood,none,"간장종지, 와사비, 차(茶), 단무지(곁들이)","초점 안맞고 흐림, 메인요리 없이 소스·차만 보임"
orig_p_1779343411420_77.jpg,DROP,multi,none,"가츠동(돈가스덮밥), 고기덮밥(계란노른자 올림), 된장국",돈가스덮밥+고기덮밥 서로 다른 메인 2접시
orig_p_1779343411438_78.jpg,DROP,multi,none,"메밀국수(소바), 가츠동(돈가스덮밥), 닭튀김덮밥, 계란찜, 깍두기·된장국",맛집 한상 — 소바·덮밥 등 메인 여러 접시
orig_p_1779343416134_82.jpg,DROP,multi,none,"우동(고기우동), 새우튀김(텐푸라), 고기덮밥, 깍두기·계란국",우동·튀김·덮밥 등 메인 여러 접시 한상
orig_p_1779343416147_83.jpg,DROP,ood,none,"계란말이(타마고야키), 간장소스, 와사비",단일이지만 계란말이는 59클래스에 없음
orig_p_1779343416160_84.jpg,DROP,multi,none,"메밀국수(소바), 가라아게덮밥, 가츠동, 계란말이",소바·튀김덮밥·계란말이 등 서로 다른 메인 여러 접시의 한상
orig_p_1779343416175_85.jpg,DROP,multi,none,"규동(소고기덮밥) 2그릇, 미소된장국, 계란말이, 단무지·당근절임",소고기덮밥 두 그릇+국+계란말이 한상이라 메인 단일 아님
orig_p_1779343416191_86.jpg,DROP,multi,none,"가츠동, 새우튀김덮밥, 우동, 김치",덮밥 두 그릇과 우동까지 여러 메인이 함께 차려진 상
orig_p_1779343416252_90.jpg,DROP,multi,none,"소고기우동, 가츠동, 미소국, 김치",우동과 가츠동 두 메인이 함께 있어 단일 아님
orig_p_1779343418965_97.jpg,KEEP,single_in,pork-cutlet-sauced,튀김(돈가스)을 올린 가츠동(소스돈가스),"달걀 위 소스 끼얹은 돈가스 단일 메인 클로즈업, 곁들이 없음"
orig_p_1779343419018_100.jpg,DROP,ood,none,"계란말이(다시마키) 슬라이스, 간장소스, 와사비",메인이 계란말이로 59클래스에 없는 음식
orig_p_1779343439053_7.jpg,DROP,multi,none,"크림 그라탱/파스타, 갈릭감자튀김, 콤비네이션 피자",피자+크림파스타+감자튀김 등 서로 다른 메인 다접시 한상
orig_p_1779343439064_8.jpg,KEEP,single_in,pizza,페퍼로니 피자,"페퍼로니 피자 한 판 클로즈업, 메인 단일"
orig_p_1779343439142_13.jpg,KEEP,single_in,pizza,피자(하프앤하프 토핑),한 판 피자 단일 접시
orig_p_1779343440505_22.jpg,DROP,multi,none,"피자, 치킨윙, 치즈새우, 크림파스타, 감자튀김",여러 메인 다접시 풀세팅 한상
orig_p_1779343440533_23.jpg,DROP,multi,none,"피자, 치킨, 치즈새우, 크림파스타, 감자튀김",바구니 여러 개 서로 다른 메인 다접시
orig_p_1779343440553_24.jpg,DROP,multi,none,"치즈새우, 갈릭감자튀김, 크림버섯 피자/파스타",새우+감튀+크림피자 서로 다른 메인 다접시
orig_p_1779343442927_35.jpg,KEEP,single_in,pizza,"페퍼로니·콤비네이션 피자, 감자튀김 한 바구니, 파마산 치즈통, 음료","메인은 피자 한 판 뚜렷, 감자튀김은 곁들이 사이드로 단일 메인."
orig_p_1779343442944_36.jpg,KEEP,single_in,fried-chicken,파마산·갈릭 시즈닝 치킨윙(후라이드 치킨),"치킨윙 한 바구니 단일 메인, 59클래스 fried-chicken 일치."
orig_p_1779343442963_37.jpg,KEEP,single_in,pizza,"햄·치즈 피자(피클 곁들임), 맥주·소스병","피자 한 판이 유일한 메인, 피클은 곁들이로 무시."
orig_p_1779343445285_45.jpg,DROP,multi,none,"페퍼로니·버섯 피자, 치킨윙 바구니, 감자튀김 바구니, 음료",피자+치킨윙+감자튀김 서로 다른 메인 다접시라 multi.
orig_p_1779343446299_64.jpg,DROP,multi,none,"햄·페퍼로니 피자, 감자튀김 바구니, 크림 그라탱·파스타류 한 그릇",피자+크림 그라탱+감자튀김 한상차림이라 multi.
orig_p_1779343446438_69.jpg,DROP,multi,none,"페퍼로니·올리브·양파 피자, 크림 그라탱·베이크류 한 팬",피자와 크림 그라탱 두 메인 접시가 함께라 multi.
orig_p_1779343447405_72.jpg,DROP,ood,none,감자튀김(파마산 가루·케첩),"감자튀김 단일이나 59클래스에 감자튀김(프렌치프라이) 없음, 튀김모둠 아님"
orig_p_1779343447452_75.jpg,KEEP,single_in,shrimp-dish,새우튀김(치즈소스),"새우튀김 한 접시 단일 메인, 새우요리에 해당"
orig_p_1779343447469_76.jpg,KEEP,single_in,pizza,피자(파인애플·고기 토핑),"피자 한 판 단일 메인, pizza에 정확히 부합"
orig_p_1779343447485_77.jpg,DROP,multi,none,"피자, 새우튀김, 피클",피자+새우튀김 서로 다른 메인 2접시 한상차림
orig_p_1779343460082_93.jpg,DROP,scene_nonfood,none,"피자(햄·마요), 피자 조각","사람 손이 피자 자르는 조리/취식 장면, 여러 피자 흐트러진 한상"
orig_p_1779343484176_19.jpg,DROP,scene_nonfood,none,"소고기 생고기(불판 구이중), 밑반찬 다수","불판 위 생고기 굽는 조리중 장면, 미완성+반찬 다수"
orig_p_1779343484699_30.jpg,KEEP,single_in,cold-noodles,메밀국수(소바)에 매운 양념과 간 무·쪽파를 올린 차가운 국수,"차가운 메밀국수 한 그릇 단일 메인, 냉면류에 매칭"
orig_p_1779343485555_34.jpg,DROP,multi,none,"생고기(소고기), 절임반찬, 구운고기, 김 뿌린 밥 등 여러 접시 콜라주",6분할 콜라주로 서로 다른 메인 여러 접시
orig_p_1779343494738_69.jpg,DROP,scene_nonfood,none,"젓가락으로 집은 구운 고기 한 점을 소스에 찍는 모습, 불판·반찬 배경","젓가락 클로즈업 조리/시식 장면, 플레이팅 단일접시 아님"
orig_p_1779343516902_71.jpg,KEEP,single_in,grilled-beef,잎사귀 접시에 구운 소고기 한 점,"구운 소고기 단일 메인 접시, grilled-beef 매칭"
orig_p_1779343516935_74.jpg,DROP,scene_nonfood,none,생 소고기·삼겹살 등 굽기 전 생고기 여러 접시,"굽기 전 생고기 여러 접시, 비조리 준비 장면"
